document,dm_count_doc,word_count_doc,dm_words_perc,dm_sentences,sentence_count_doc,dm_sentences_perc,dm_count_min,dm_count_max,dm_count_mean,dm_count_median
show_3IZ9inzkM6YjDv1lEuCcig/7yk8y068jbMKNPRIoytU1b.txt/000000031,487.0,5577.0,8.732293347677963,159.0,215.0,73.95348837209302,1.0,12.0,3.0628930817610063,2.0
show_3IZ9inzkM6YjDv1lEuCcig/38Jw8vdNSBXPFHRvygUhqV.txt/000000032,470.0,5893.0,7.97556422874597,167.0,216.0,77.31481481481481,1.0,15.0,2.81437125748503,2.0
show_3IZ9inzkM6YjDv1lEuCcig/3WYefDHNCAIB0aLLAiTp5Q.txt/000000033,470.0,6415.0,7.326578332034295,183.0,262.0,69.8473282442748,1.0,8.0,2.568306010928962,2.0
show_3IZ9inzkM6YjDv1lEuCcig/6fvxxq7MrPYKqTJX15aX6B.txt/000000034,599.0,7361.0,8.137481320472762,199.0,271.0,73.43173431734317,1.0,10.0,3.0100502512562812,2.0
show_3IZ9inzkM6YjDv1lEuCcig/6zKwHBGzy2J4qKSYCOLVRG.txt/000000035,365.0,5294.0,6.894597657725727,154.0,250.0,61.6,1.0,13.0,2.3701298701298703,2.0
show_3IZ9inzkM6YjDv1lEuCcig/7IwkrChWS0zKvxQ72ikAKp.txt/000000036,509.0,6806.0,7.4786952688804,198.0,286.0,69.23076923076923,1.0,16.0,2.5707070707070705,2.0
show_3IZ9inzkM6YjDv1lEuCcig/5OaKAFtAYWPBL7cQVqzDgE.txt/000000037,449.0,5941.0,7.557650227234472,168.0,228.0,73.6842105263158,1.0,16.0,2.6726190476190474,2.0
show_3IZ9inzkM6YjDv1lEuCcig/1TGKDzziQz91nYed0KQ44P.txt/000000038,397.0,5707.0,6.956369370947959,174.0,237.0,73.41772151898734,1.0,9.0,2.281609195402299,2.0
show_3IZ9inzkM6YjDv1lEuCcig/47y0njRhZY2XKcErmerBAE.txt/000000039,538.0,6519.0,8.252799509127167,213.0,284.0,75.0,1.0,12.0,2.5258215962441315,2.0
show_3IZ9inzkM6YjDv1lEuCcig/5ZkAVsWiOGTtmQYXIbQPVB.txt/000000040,499.0,7056.0,7.071995464852607,211.0,305.0,69.18032786885246,1.0,14.0,2.3649289099526065,2.0
show_3IZ9inzkM6YjDv1lEuCcig/0bmwXFsfy7PQvJ52ZEWsqI.txt/000000041,816.0,10370.0,7.868852459016393,347.0,455.0,76.26373626373626,1.0,12.0,2.351585014409222,2.0
show_3IZ9inzkM6YjDv1lEuCcig/2wTupRvf0RFDMGtCDRqIeA.txt/000000042,539.0,7185.0,7.501739735560195,209.0,275.0,76.0,1.0,12.0,2.5789473684210527,2.0
show_3IZ9inzkM6YjDv1lEuCcig/2UXoS9PCgX8RoTLO7zHstF.txt/000000043,429.0,5144.0,8.3398133748056,164.0,232.0,70.6896551724138,1.0,18.0,2.6158536585365852,2.0
show_3IZ9inzkM6YjDv1lEuCcig/3zEinpGgCIUvY6KvyRdGOn.txt/000000044,505.0,6445.0,7.835531419705198,202.0,269.0,75.09293680297398,1.0,9.0,2.5,2.0
show_3IZ9inzkM6YjDv1lEuCcig/6RV7Cjr8uj7JxB9C7Y5lEj.txt/000000045,419.0,5526.0,7.582338038364097,156.0,211.0,73.93364928909952,1.0,12.0,2.6858974358974357,2.0
show_3IZ9inzkM6YjDv1lEuCcig/0Qvb2OsJz26UyYFlaZwmvb.txt/000000046,32.0,280.0,11.428571428571429,9.0,10.0,90.0,1.0,10.0,3.5555555555555554,2.0
show_3IZ9inzkM6YjDv1lEuCcig/16iLKs7Hs1Iq8mdua1wqkm.txt/000000047,18.0,305.0,5.901639344262295,8.0,14.0,57.142857142857146,1.0,5.0,2.25,1.5
show_3IZ9inzkM6YjDv1lEuCcig/28vTjH7RCXUU72lXu5SsYl.txt/000000048,596.0,7414.0,8.038845427569463,241.0,323.0,74.61300309597523,1.0,10.0,2.4730290456431536,2.0
show_3IZ9inzkM6YjDv1lEuCcig/5bUtbz5bUfuGtAmitkQgrL.txt/000000049,575.0,7181.0,8.007241331290906,236.0,309.0,76.37540453074433,1.0,13.0,2.4364406779661016,2.0
show_3IZ9inzkM6YjDv1lEuCcig/7kSBOJE5C0S5ZBm4u5B1rV.txt/000000050,487.0,6401.0,7.608186220902984,187.0,285.0,65.6140350877193,1.0,12.0,2.6042780748663104,2.0
show_3IZ9inzkM6YjDv1lEuCcig/05rvk7pKCMESL9GWNIgkpd.txt/000000051,639.0,8437.0,7.573782150053336,255.0,371.0,68.73315363881402,1.0,15.0,2.5058823529411764,2.0
show_3IZ9inzkM6YjDv1lEuCcig/1Kwr5Jo65s05p2ECx5dTGf.txt/000000052,673.0,7774.0,8.657062001543608,250.0,327.0,76.4525993883792,1.0,19.0,2.692,2.0
show_3IZ9inzkM6YjDv1lEuCcig/3jcBdEhvPHD1R8qJdkzEWZ.txt/000000053,506.0,6523.0,7.75716694772344,207.0,292.0,70.89041095890411,1.0,11.0,2.4444444444444446,2.0
show_3IZ9inzkM6YjDv1lEuCcig/1Ae0H5bnFnZPBhvWWr48YR.txt/000000054,465.0,6263.0,7.424556921603066,185.0,262.0,70.61068702290076,1.0,14.0,2.5135135135135136,2.0
show_3IZ9inzkM6YjDv1lEuCcig/4zS3qYLk1zNAdenw1zagM8.txt/000000055,517.0,6815.0,7.586206896551724,225.0,304.0,74.01315789473684,1.0,8.0,2.2977777777777777,2.0
show_3IZ9inzkM6YjDv1lEuCcig/4cOISBajUN3d5fAhXJhxoG.txt/000000056,521.0,6677.0,7.802905496480455,182.0,241.0,75.51867219917013,1.0,9.0,2.8626373626373627,2.0
show_3IZ9inzkM6YjDv1lEuCcig/6tRUBbgPco1Rvbj2afXR4p.txt/000000057,624.0,8597.0,7.258345934628359,255.0,368.0,69.29347826086956,1.0,11.0,2.447058823529412,2.0
show_3IZ9inzkM6YjDv1lEuCcig/4D4FM1hdyHJKyEdim7HCk9.txt/000000058,573.0,8120.0,7.056650246305419,239.0,345.0,69.27536231884058,1.0,12.0,2.397489539748954,2.0
show_3IZ9inzkM6YjDv1lEuCcig/2kRq9wzFtM05ojvOIT6SNl.txt/000000059,746.0,9105.0,8.193300384404173,313.0,463.0,67.60259179265658,1.0,11.0,2.3833865814696487,2.0
show_3IZ9inzkM6YjDv1lEuCcig/2BLrwYZAaMHt6UPtc777SV.txt/000000060,495.0,6415.0,7.716289945440374,212.0,311.0,68.16720257234726,1.0,12.0,2.3349056603773586,2.0
show_3IZ9inzkM6YjDv1lEuCcig/6d2jMPlyvJTiwDKh8xaHEK.txt/000000061,449.0,5863.0,7.658195463073512,193.0,257.0,75.09727626459144,1.0,8.0,2.326424870466321,2.0
show_3IZ9inzkM6YjDv1lEuCcig/06aoz4fE0R3Efw18qfjDXo.txt/000000062,499.0,6493.0,7.685199445556753,179.0,225.0,79.55555555555556,1.0,12.0,2.787709497206704,2.0
show_3IZ9inzkM6YjDv1lEuCcig/2dTJF2iEw9JZxbSizdpfTz.txt/000000063,473.0,6276.0,7.536647546207775,193.0,258.0,74.8062015503876,1.0,16.0,2.4507772020725387,2.0
show_3IZ9inzkM6YjDv1lEuCcig/4QJG1VcOSPxoizdqUJUc0U.txt/000000064,461.0,6530.0,7.059724349157734,179.0,256.0,69.921875,1.0,14.0,2.5754189944134076,2.0
show_3IZ9inzkM6YjDv1lEuCcig/0YwW1Bn66CK2LCl9qY6I6b.txt/000000065,689.0,8800.0,7.829545454545454,254.0,338.0,75.14792899408285,1.0,12.0,2.7125984251968505,2.0
show_3IZ9inzkM6YjDv1lEuCcig/66gSrSmldjyAt61WFHXxbm.txt/000000066,508.0,6956.0,7.303047728579643,213.0,315.0,67.61904761904762,1.0,12.0,2.384976525821596,2.0
show_3IZ9inzkM6YjDv1lEuCcig/3ioG6Aq6L0CsP1MQ7wsYzK.txt/000000067,536.0,6226.0,8.609058785737231,202.0,259.0,77.99227799227799,1.0,11.0,2.6534653465346536,2.0
show_3IZ9inzkM6YjDv1lEuCcig/1JHWydbVpQIeVnLAi7R72I.txt/000000068,612.0,7637.0,8.01361791279298,208.0,286.0,72.72727272727273,1.0,10.0,2.9423076923076925,2.0
show_3IZ9inzkM6YjDv1lEuCcig/59RyyNMrMI1NEc3Y9QFavQ.txt/000000069,330.0,4424.0,7.459312839059675,117.0,149.0,78.52348993288591,1.0,13.0,2.8205128205128207,2.0
show_3IZ9inzkM6YjDv1lEuCcig/4Pt3QsM2rt3TIXD69c6Hu1.txt/000000070,610.0,7494.0,8.139845209500933,229.0,286.0,80.06993006993007,1.0,12.0,2.663755458515284,2.0
show_3IZ9inzkM6YjDv1lEuCcig/6SCaqOYGl2XXzxTHCemhqr.txt/000000071,480.0,6556.0,7.3215375228798045,185.0,256.0,72.265625,1.0,9.0,2.5945945945945947,2.0
show_3IZ9inzkM6YjDv1lEuCcig/5yIhH18Ry5NEjb9b4Y8LrX.txt/000000072,447.0,5972.0,7.4849296718017415,177.0,229.0,77.29257641921397,1.0,9.0,2.5254237288135593,2.0
show_3IZ9inzkM6YjDv1lEuCcig/520v6ZHmpAHeLt8oUdpXK5.txt/000000073,628.0,7922.0,7.9272910881090635,245.0,328.0,74.6951219512195,1.0,13.0,2.563265306122449,2.0
show_3IZ9inzkM6YjDv1lEuCcig/5dpcS6e3ReMLgJUekOWBNR.txt/000000074,14.0,147.0,9.523809523809524,6.0,8.0,75.0,1.0,5.0,2.3333333333333335,2.0
show_3IZ9inzkM6YjDv1lEuCcig/4lgdmaRWTMkZI2gXQd6stj.txt/000000075,448.0,6342.0,7.06401766004415,192.0,270.0,71.11111111111111,1.0,10.0,2.3333333333333335,2.0
show_3IZ9inzkM6YjDv1lEuCcig/3LA5sdnnlzexrMAET0dDtE.txt/000000076,413.0,5361.0,7.70378660697631,149.0,205.0,72.6829268292683,1.0,10.0,2.771812080536913,2.0
show_3IZ9inzkM6YjDv1lEuCcig/6ICUuanHGz6UcxHuXiOVcN.txt/000000077,620.0,7291.0,8.50363461802222,238.0,346.0,68.78612716763006,1.0,10.0,2.6050420168067228,2.0
show_3IZ9inzkM6YjDv1lEuCcig/6lXCpVfwfFi3uMWrIaROjE.txt/000000078,521.0,6837.0,7.62030130174053,221.0,301.0,73.421926910299,1.0,8.0,2.3574660633484164,2.0
show_3IZ9inzkM6YjDv1lEuCcig/4WINw2KidgLlBZghyerkFA.txt/000000079,400.0,5529.0,7.234581298607343,167.0,234.0,71.36752136752136,1.0,10.0,2.395209580838323,2.0
show_3IZ9inzkM6YjDv1lEuCcig/4xro90OeJt3wwer9n44jKO.txt/000000080,494.0,6131.0,8.05741314630566,193.0,253.0,76.28458498023716,1.0,12.0,2.5595854922279795,2.0
show_3IZ9inzkM6YjDv1lEuCcig/2N0n33GIPeUbJQCtdDGusu.txt/000000081,475.0,6494.0,7.314444102248229,184.0,261.0,70.49808429118774,1.0,10.0,2.5815217391304346,2.0
show_3IZ9inzkM6YjDv1lEuCcig/1mdR0647v3a7VsKd2dPfrR.txt/000000082,451.0,5835.0,7.729220222793487,144.0,180.0,80.0,1.0,14.0,3.1319444444444446,2.0
show_3IZ9inzkM6YjDv1lEuCcig/49xrXAcaOHk3eWqV2Erm9r.txt/000000083,537.0,6839.0,7.852025149875713,193.0,248.0,77.8225806451613,1.0,13.0,2.7823834196891193,2.0
show_3IZ9inzkM6YjDv1lEuCcig/6SDkbmNUry2yQWv6DcxBcy.txt/000000084,453.0,5734.0,7.900244157656086,193.0,275.0,70.18181818181819,1.0,11.0,2.3471502590673574,2.0
show_3IZ9inzkM6YjDv1lEuCcig/3zF56WYI2lNkWWyLd9yZic.txt/000000085,727.0,9500.0,7.652631578947369,278.0,392.0,70.91836734693878,1.0,11.0,2.615107913669065,2.0
show_3IZ9inzkM6YjDv1lEuCcig/1qEsWjMJd48uaSFYNWEIM3.txt/000000086,447.0,5919.0,7.551951343132286,168.0,232.0,72.41379310344827,1.0,10.0,2.6607142857142856,2.0
show_3IZ9inzkM6YjDv1lEuCcig/6IxoAHfU8vbavxNNvmXWoW.txt/000000087,490.0,6548.0,7.483200977397678,208.0,277.0,75.09025270758123,1.0,11.0,2.355769230769231,2.0
show_3IZ9inzkM6YjDv1lEuCcig/3Ss5beMeZSpcZosWlfqvo8.txt/000000088,627.0,8033.0,7.80530312461098,245.0,356.0,68.82022471910112,1.0,14.0,2.559183673469388,2.0
show_3IZ9inzkM6YjDv1lEuCcig/31rjINVSSzfJAIO88b5SgJ.txt/000000089,451.0,6461.0,6.98034360006191,168.0,241.0,69.70954356846472,1.0,11.0,2.6845238095238093,2.0
show_3IZ9inzkM6YjDv1lEuCcig/3A1IMyMBAQvKrSVcgYn3Ha.txt/000000090,459.0,6138.0,7.478005865102639,189.0,266.0,71.05263157894737,1.0,9.0,2.4285714285714284,2.0
show_3IZ9inzkM6YjDv1lEuCcig/19qqQFqX2E6CcefYImnsHo.txt/000000091,494.0,6943.0,7.1150799366268185,185.0,270.0,68.51851851851852,1.0,16.0,2.67027027027027,2.0
show_3IZ9inzkM6YjDv1lEuCcig/2hDCzWUjE3x3fmj8GAsACc.txt/000000092,552.0,7234.0,7.630633121371302,204.0,286.0,71.32867132867133,1.0,12.0,2.7058823529411766,2.0
show_3IZ9inzkM6YjDv1lEuCcig/5Wwtwm8O3wXHrj33rkubpK.txt/000000093,465.0,6371.0,7.2986972217862185,177.0,225.0,78.66666666666667,1.0,9.0,2.6271186440677967,2.0
show_3IZ9inzkM6YjDv1lEuCcig/0BTJhiYA8ICsOOQFAHNATz.txt/000000094,508.0,6685.0,7.599102468212416,182.0,241.0,75.51867219917013,1.0,13.0,2.791208791208791,2.0
show_3IZ9inzkM6YjDv1lEuCcig/4Sjpq7ajZo2PCdCVB7Y9Q4.txt/000000095,645.0,7907.0,8.157328949032502,231.0,300.0,77.0,1.0,11.0,2.792207792207792,2.0
show_3IZ9inzkM6YjDv1lEuCcig/54VpHXegxNd10xyTJzEnfc.txt/000000096,516.0,6549.0,7.87906550618415,184.0,252.0,73.01587301587301,1.0,15.0,2.8043478260869565,2.0
show_3IZ9inzkM6YjDv1lEuCcig/0tBDFO1OmTVFUpT4Hok178.txt/000000097,406.0,5490.0,7.395264116575592,155.0,221.0,70.13574660633485,1.0,10.0,2.6193548387096772,2.0
show_3IZ9inzkM6YjDv1lEuCcig/6hkKf6zbUN4l9WwZzngv7E.txt/000000098,585.0,7958.0,7.351093239507414,227.0,315.0,72.06349206349206,1.0,10.0,2.5770925110132157,2.0
show_3IZ9inzkM6YjDv1lEuCcig/6Ez2SJM6fhix0DoDUnirCq.txt/000000099,151.0,2043.0,7.391091532060695,60.0,88.0,68.18181818181819,1.0,10.0,2.5166666666666666,2.0
show_3IZ9inzkM6YjDv1lEuCcig/4ghnEtxJp1dwGGBqzF8gDS.txt/000000100,495.0,6392.0,7.744055068836045,200.0,266.0,75.18796992481202,1.0,9.0,2.475,2.0
show_3IZ9inzkM6YjDv1lEuCcig/1ZTaklfkSAHWaLieal0Hpx.txt/000000101,466.0,6624.0,7.035024154589372,187.0,279.0,67.02508960573476,1.0,14.0,2.4919786096256686,2.0
show_3IZ9inzkM6YjDv1lEuCcig/3n8xDxC6gGaEQ13brs96ey.txt/000000102,532.0,7043.0,7.553599318472242,197.0,269.0,73.23420074349443,1.0,13.0,2.700507614213198,2.0
show_3IZ9inzkM6YjDv1lEuCcig/3Qba3hZS50ibV3RveBmjwT.txt/000000103,521.0,6640.0,7.846385542168675,203.0,265.0,76.60377358490567,1.0,13.0,2.5665024630541873,2.0
show_3IZ9inzkM6YjDv1lEuCcig/1lvG3O9g5oDQxzoFH3cw4U.txt/000000104,480.0,5802.0,8.273009307135471,164.0,203.0,80.78817733990148,1.0,11.0,2.926829268292683,2.0
show_3IZ9inzkM6YjDv1lEuCcig/3hciXbPuy0pp3n4a3poS1c.txt/000000105,595.0,7103.0,8.376742221596508,219.0,283.0,77.3851590106007,1.0,14.0,2.7168949771689497,2.0
show_3IZ9inzkM6YjDv1lEuCcig/03ZiixznEFc1LgOUFJqUiU.txt/000000106,587.0,7150.0,8.20979020979021,218.0,282.0,77.30496453900709,1.0,13.0,2.6926605504587156,2.0
show_3IZ9inzkM6YjDv1lEuCcig/247gfTz0FSjSD9MoAp9UPy.txt/000000107,477.0,6165.0,7.737226277372263,201.0,268.0,75.0,1.0,12.0,2.373134328358209,2.0
show_3IZ9inzkM6YjDv1lEuCcig/6JSyRTF2Of18p3MtKND46s.txt/000000108,481.0,6476.0,7.427424336009882,188.0,256.0,73.4375,1.0,8.0,2.5585106382978724,2.0
show_3IZ9inzkM6YjDv1lEuCcig/0mnEoG31WCTbxW1iX6TBYq.txt/000000109,476.0,6528.0,7.291666666666667,190.0,265.0,71.69811320754717,1.0,8.0,2.5052631578947366,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/3a2biAVZTnHVM4ZGJ7e6LA.txt/000000110,424.0,5161.0,8.215462119744236,179.0,283.0,63.25088339222615,1.0,16.0,2.368715083798883,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/4eALtqRLIIqOABN9DTW5bX.txt/000000111,442.0,4653.0,9.499247797120137,156.0,254.0,61.41732283464567,1.0,17.0,2.8333333333333335,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/6ZdswhANCgfLFIVeuPrv1S.txt/000000112,603.0,7021.0,8.588520153824241,239.0,378.0,63.22751322751323,1.0,12.0,2.5230125523012554,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/63dTAAieJ4LFIPj1XJUp7l.txt/000000113,438.0,5468.0,8.01024140453548,189.0,297.0,63.63636363636363,1.0,8.0,2.3174603174603177,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/7LD7tUjZAjV32gfbquzYYl.txt/000000114,637.0,7984.0,7.978456913827655,234.0,386.0,60.62176165803109,1.0,12.0,2.7222222222222223,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/7MkefuRmXo4utFPCRpVaus.txt/000000115,680.0,7595.0,8.953258722843977,244.0,360.0,67.77777777777777,1.0,13.0,2.7868852459016393,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/3Pj0wVcYQEIX8HtSvr8quP.txt/000000116,503.0,6217.0,8.090718996300467,189.0,310.0,60.96774193548387,1.0,13.0,2.6613756613756614,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/7L1AsGdNdeHixfEBfZF2Ym.txt/000000117,125.0,1620.0,7.716049382716049,56.0,101.0,55.445544554455445,1.0,8.0,2.232142857142857,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/1S3S2p7lrHjtANzRJSvFHe.txt/000000118,537.0,7146.0,7.514693534844668,241.0,390.0,61.794871794871796,1.0,15.0,2.228215767634855,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/1IvD5Jz56DiRe7DvSXmIH1.txt/000000119,691.0,7654.0,9.027959237000262,237.0,336.0,70.53571428571429,1.0,15.0,2.9156118143459917,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/75FxADLe3Co6PiQdyrAlz0.txt/000000120,549.0,6787.0,8.088993664358332,207.0,329.0,62.91793313069909,1.0,14.0,2.652173913043478,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/3touboUOGIdNulgq3c9Xw0.txt/000000121,466.0,5865.0,7.94543904518329,180.0,287.0,62.717770034843205,1.0,11.0,2.588888888888889,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/3NCf6DAWtiWOShQr6MNqNY.txt/000000122,493.0,6383.0,7.723640921196929,215.0,318.0,67.61006289308176,1.0,11.0,2.2930232558139534,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/0M2j1YyIxhtEMZ8hYTU3h0.txt/000000123,380.0,4766.0,7.973143096936634,158.0,267.0,59.176029962546814,1.0,13.0,2.4050632911392404,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/1OBOW4TO1UvSCE9mbkSlMr.txt/000000124,459.0,5115.0,8.973607038123166,161.0,230.0,70.0,1.0,22.0,2.8509316770186337,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/779tegJ0OWEgwLhOVtde1R.txt/000000125,532.0,5788.0,9.191430545957152,197.0,267.0,73.78277153558052,1.0,12.0,2.700507614213198,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/2ycQbLsazRf7X2AeZrUHy6.txt/000000126,707.0,7984.0,8.855210420841683,251.0,358.0,70.11173184357541,1.0,17.0,2.816733067729084,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/1AzTkYWfeKugv8sd9JTG8z.txt/000000127,391.0,4743.0,8.243727598566307,147.0,226.0,65.04424778761062,1.0,13.0,2.6598639455782314,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/3OwyJPTapd5UTjZU0lJAwi.txt/000000128,442.0,5525.0,8.0,175.0,290.0,60.3448275862069,1.0,12.0,2.525714285714286,2.0
show_5lY4b5PGOvMuOYOjOVEcb9/1ybnp6DnPaLMmlF6lbVUuV.txt/000000129,493.0,6165.0,7.996755879967559,177.0,282.0,62.765957446808514,1.0,14.0,2.785310734463277,2.0
